약국명,우편번호,주소,전화번호,위도,경도
한국약국,41144,"대구광역시 동구 동촌로 127 (검사동, 홈플러스동촌점 지하1층)",053-981-3356,35.8861092,128.6556973
완쾌약국,41167,"대구광역시 동구 아양로 200 1층 (효목동, 성원빌딩)",053-956-4400,35.8856127,128.6349468
다정온누리약국,42121,"대구광역시 수성구 달구벌대로 2280 (수성동1가, 아성N타워)",053-743-2435,35.8596794,128.6116218
해뜨는약국,41423,대구광역시 북구 동천로 121 1층 (동천동),053-322-9954,35.9423561,128.5603521
푸른동변약국,41413,대구광역시 북구 동변로 91 1층 (동변동),053-959-5669,35.9209772,128.6031314
건강한온누리약국,41003,대구광역시 동구 동화천로 390 GH메디컬타워 105호 (지묘동),053-217-0660,35.9427829,128.6301991
튼튼약국,42756,대구광역시 달서구 조암남로 42 202호 (월성동),053-633-7712,35.8217855,128.5280283
파동사랑약국,42235,대구광역시 수성구 파동로 108 (파동),053-762-3545,35.8133206,128.6168525
김온누리약국,39200,경상북도 구미시 송동로 81 (도량동),054-442-6567,36.1399756,128.3232643
시장큰약국,37740,경상북도 포항시 북구 죽도시장길 1 (죽도동),054-242-0777,36.0350468,129.3656741
고산연합약국,42262,대구광역시 수성구 달구벌대로 3099 (시지동),053-791-6622,35.8431909,128.6962172
노원건강한약국,41499,대구광역시 북구 팔달로 31 1층 (노원동3가),053-341-0330,35.8917477,128.554209
메디팜사랑약국,42484,대구광역시 남구 대명로 72 (대명동),053-626-5103,35.8389525,128.5655638
태양약국,42760,대구광역시 달서구 월배로 63 (진천동),053-631-2325,35.8138844,128.5213685
바른약국,39294,경상북도 구미시 신시로 69 미르빌딩 1층 (형곡동),054-456-5200,36.1140836,128.3386517
정다운약국,39042,경상북도 군위군 우보면 이화길 133 (),054-382-6742,36.1958914,128.6645954
가람대학약국,41405,대구광역시 북구 학정로109길 41 E동 1층 (학정동),053-326-7720,35.9544212,128.5639592
유명온누리약국,38146,경상북도 경주시 화랑로 135 (성동동),054-772-3443,35.844777,129.2157132
소담약국,41809,대구광역시 서구 달서로 66 (비산동),053-565-8386,35.8680381,128.5712514
요셉약국,42913,대구광역시 달성군 다사읍 대실역북로 12 (),053-588-5409,35.8578044,128.4667394
청도약국,38345,경상북도 청도군 청도읍 청화로 82 (청도읍),054-373-8089,35.647529,128.7362817
지아약국,63094,제주특별자치도 제주시 억삼길 35-57 가동 1층 4호 (이호이동),742-2175,33.4917387,126.4712454
하나약국,63136,"제주특별자치도 제주시 연북로 99 1층 (연동, 365빌딩)",064-748-2800,33.4820782,126.4919722
신한온누리약국,63129,제주특별자치도 제주시 도령로 74 (연동),064-744-1783,33.4897092,126.4863139
은혜약국,63629,제주특별자치도 서귀포시 표선면 표선관정로 97 (서울약국),064-787-5242,33.3243389,126.8308644
차귀도약국,63008,제주특별자치도 제주시 한경면 고산로 8 (한경면),064-773-2022,33.3016652,126.1798143
소아약국,63629,제주특별자치도 서귀포시 표선면 표선중앙로 84 (소아약국),064-787-0153,33.3258377,126.8328608
한림약국,63031,제주특별자치도 제주시 한림읍 한림로 679 (한림읍),064-796-7309,33.4154898,126.2649263
제주예스약국,63094,제주특별자치도 제주시 억삼길 35-57 가동 1층 3호 (이호이동),744-5551,33.4917387,126.4712454
제주튼튼한약국,63230,제주특별자치도 제주시 중앙로 371 1층 (이도이동),064-752-2526,33.4891999,126.5394551
광주약국,63139,제주특별자치도 제주시 국기로 7 (연동),064-712-7116,33.4811225,126.4900345
흙한약국,63510,제주특별자치도 서귀포시 대정읍 상모대서로20번길 17 2층,064-792-2243,33.2253171,126.2585247
보람약국,63253,제주특별자치도 제주시 고마로 53 (일도이동),064-723-8518,33.5095107,126.5397589
정문약국,63585,"제주특별자치도 서귀포시 일주동로 8648-12 (동홍동, 정문약국)",064-733-4457,33.2545662,126.5644069
율약국,63545,제주특별자치도 서귀포시 중문로 1 (중문동),064-738-2115,33.2519947,126.4229936
동원약국,63621,제주특별자치도 서귀포시 남원읍 태위로 634 ((남원읍)),064-764-5784,33.2776736,126.7143327
명인약국,63234,제주특별자치도 제주시 연북로 511 에이플렉스 1층 (아라일동),064-727-1610,33.4843386,126.5346355
정존약국,63093,제주특별자치도 제주시 고사마루길 2 1층 (노형동),064-742-2378,33.4802899,126.4722451
착한약국,63070,제주특별자치도 제주시 우정로15길 5 1층 (외도일동),064-744-6314,33.4860721,126.4317162
싱싱약국,63083,제주특별자치도 제주시 노형로 386 (노형동),064-711-7242,33.4841397,126.4769248
현강약국,63590,제주특별자치도 서귀포시 동문로 5 (서귀동),064-762-6050,33.2523491,126.5620503
365매일약국,63288,제주특별자치도 제주시 일주동로 227 (화북일동),064-702-3172,33.5194244,126.569785
탐라약국,63566,제주특별자치도 서귀포시 신서로48번길 31 (강정동),064-738-7583,33.253578,126.5086306
동의당약국,63595,제주특별자치도 서귀포시 이중섭로 1 (서귀동),064-732-0195,33.2479423,126.5642909
건강일등약국,63241,제주특별자치도 제주시 중앙로 616 1층 (아라일동),064-727-8321,33.4687624,126.5470331
은우약국,63087,"제주특별자치도 제주시 1100로 3283 1층 (노형동, 영화빌딩)",064-748-7542,33.4793875,126.4818117
민성약국,63247,제주특별자치도 제주시 중앙로 543 1층 (아라일동),,33.4750148,126.545747
성서수약국,42602,"대구광역시 달서구 달구벌대로 1015 1, 2층 (호산동)",053-588-7585,35.8533591,128.4783178
초곡강민약국,37560,경상북도 포항시 북구 흥해읍 초곡지구로 60 114호,054-261-2552,36.0961202,129.339616
바로약국,63289,제주특별자치도 제주시 일주동로 197 1층 (화북일동),064-723-3273,33.5189529,126.5665706
수정약국,31525,충청남도 아산시 모종로 5 (모종동),041-545-8806,36.7842457,127.0177227
2층스타약국,3306,"서울특별시 은평구 통일로 1034 2층 210호 (진관동, 은평 스카이뷰 자이)",02-357-8889,37.6350853,126.9180011
연세건강약국,16995,"경기도 용인시 기흥구 동백죽전대로 331 동백스퀘어일레븐 103,104호 (중동)",031-281-3345,37.2696501,127.1512994
제천 튼튼온누리약국,27151,충청북도 제천시 청전대로 216 (장락동),043-652-7372,37.1515648,128.2210081
새봄약국,27376,충청북도 충주시 광명2길 4 (교현동),043-857-3513,36.9784592,127.9287184
새봄약국,55048,전라북도 전주시 완산구 용머리로 203 (서완산동2가),063-232-2234,35.8078265,127.1321385
오투약국,52728,경상남도 진주시 진주대로816번길 18-1 1층 (주약동),055-794-2955,35.1740188,128.0956858
소망한약국,28393,충청북도 청주시 흥덕구 가경로161번길 8-2 (가경동),043-236-0413,36.6290856,127.4361858
힐링한약국,35250,대전광역시 서구 둔산로206번길 7 (둔산동),042-471-2235,36.3508607,127.3967708
부석약국,32019,충청남도 서산시 부석면 취평2길 14 (),041-662-0087,36.7132402,126.3925401
썬희망약국,51605,경상남도 창원시 진해구 용원로 17 (용원동),055-547-1378,35.1003737,128.8114071
오송한약국,18405,"경기도 화성시 효행로 1076-8 103호 (병점동, 한마음프라자)",031-889-9112,37.2146323,127.0446332
강동더본약국,5353,서울특별시 강동구 양재대로 1465 마루홈타운 107호 (길동),02-477-8280,37.536862,127.1394019
어울림 약국,31784,충청남도 당진시 백암로 249 1층 (채운동),041-358-1192,36.8922929,126.6249782
신현대약국,31711,충청남도 당진시 송산면 송산로 795 (),041-358-7997,36.957901,126.6948472
정하우리약국,36751,경상북도 안동시 강남1길 69 (정하동),054-841-6999,36.5501436,128.7326657
사랑드림약국,18143,경기도 오산시 경기대로 153 신한프라자B 111호 (원동),031-8055-8324,37.1383191,127.0731103
나은약국,6698,서울특별시 서초구 남부순환로287길 9-1 (방배동),02-583-8616,37.4762966,126.9875308
신연세약국,18332,경기도 화성시 봉담읍 가마골길 37 (),031-227-3676,37.1989265,126.9400045
미보약국,44225,울산광역시 북구 호계로 238 (호계동),052-245-8894,35.6250925,129.3537092
제일약국,26428,강원도 원주시 중앙로 78 (중앙동),033-742-3431,37.3484325,127.9519563
청솔약국,15274,경기도 안산시 상록구 월피로1길 3 1층 (월피동),031-418-6156,37.3360541,126.8534156
전주솔약국,54834,전라북도 전주시 덕진구 송천중앙로 149 (송천동1가),063-287-7766,35.860181,127.1209793
용지온누리약국,42510,대구광역시 남구 효성로 84 (봉덕동),053-784-3262,35.8406765,128.598217
연세일등약국,13327,경기도 성남시 수정구 수정로 106 수진동 SR프라자 111호 (수진동),031-753-6797,37.4407268,127.1322097
도담약국,31147,충청남도 천안시 동남구 쌍용대로 154 대서양횟집 1층 (봉명동),041-579-0609,36.8111032,127.1340238
토마토약국,37723,경상북도 포항시 북구 대신로 46-1 (대신동),054-244-6254,36.0482762,129.3679433
호암천사약국,27502,충청북도 충주시 호암수청1길 5 1층 2호 (호암동),043-851-9996,36.9561029,127.9226325
홍익대학약국,42962,대구광역시 달성군 화원읍 비슬로 2578 (화원읍),053-637-5635,35.803377,128.4988084
동대구약국,41946,대구광역시 중구 국채보상로 734 (동인동4가),053-423-6277,35.8683239,128.610749
제2경북약국,36080,경상북도 영주시 중앙로 122 (하망동),054-634-4822,36.8258995,128.6260424
탑행복한약국,55024,전라북도 전주시 덕진구 아중로 125 (인후동1가),063-244-8228,35.8254284,127.1634343
서울약국,39312,경상북도 구미시 형곡로 179 1층 (형곡동),054-456-0900,36.1068541,128.3358041
상문약국,53294,경상남도 거제시 상동5길 11 (상동동),055-635-4382,34.8683093,128.6364278
장성약국,38889,경상북도 영천시 완산로 53 (완산동),054-331-4969,35.964831,128.9386573
부흥약국,37714,경상북도 포항시 북구 학전로 24 (항구동),054-247-4915,36.0547742,129.3745508
21세기약국,42617,대구광역시 달서구 성지로 78 (용산동),053-588-3377,35.8562054,128.5213295
삼백종합약국,37179,경상북도 상주시 상산로 324 (냉림동),054-536-3833,36.4199086,128.1593297
은당약국,15623,"경기도 안산시 상록구 감골2로 39 107호 (사동, 욱일중심상가)",031-409-5500,37.2906835,126.8519961
황금약국,39589,경상북도 김천시 자산로 70 (모암동),054-434-5646,36.1196041,128.1240537
율곡약국,25533,강원도 강릉시 경강로 2079 (임당동),033-648-6465,37.7539035,128.8945126
맑은약국,39205,경상북도 구미시 봉곡북로 65 (봉곡동),054-475-4723,36.1543269,128.3110448
건강약국,38619,경상북도 경산시 경안로42길 6 1층 (중방동),053-811-6267,35.8257984,128.7374612
명보온누리약국,38671,경상북도 경산시 성암로 37 (옥산동),053-814-5235,35.8229687,128.7217354
정원약국,28597,충청북도 청주시 흥덕구 가로수로 1360 1층 (복대동),070-4012-1772,36.633476,127.4444051
금호약국,59760,전라남도 여수시 신월로 553 (신월동),061-642-6660,34.723934,127.7078779
명소약국,14750,경기도 부천시 경인로 258 (심곡본동),651-8468,37.4827934,126.7842727
청주플러스약국,28395,충청북도 청주시 흥덕구 풍년로 162 (가경동),043-236-3377,36.6267752,127.4328145
대성약국,15375,경기도 안산시 단원구 화랑로 30 (원곡동),031-494-2057,37.3318797,126.7960807
순천당약국,28744,충청북도 청주시 상당구 수영로 293 (금천동),043-284-6789,36.6306578,127.5059348
우리약국,38619,경상북도 경산시 경안로 206 1층 (중방동),053-813-7585,35.8259693,128.7370078
삼장약국,28534,충청북도 청주시 상당구 청남로 2183 (석교동),043-256-5127,36.6267457,127.4899281
혜성약국,41208,대구광역시 동구 아양로 48 (신암동),053-957-3639,35.8819006,128.6193339
센트럴파크약국,22003,"인천광역시 연수구 컨벤시아대로130번길 14 1층 108,109호 (송도동)",032-831-7507,37.3929706,126.644882
메디칼온누리약국,13941,"경기도 안양시 동안구 평촌대로 352 1층 (비산동, 성준빌딩)",031-476-3838,37.4021924,126.950274
약대종로약국,14492,경기도 부천시 중동로 426 창안빌딩 1층 (삼정동),032-677-0541,37.517752,126.7704527
노형타워약국,63099,제주특별자치도 제주시 노형로 407 102호 (노형동),064-747-0828,33.4858236,126.4782833
경산중앙약국,38622,경상북도 경산시 중앙로 81 (중방동),053-813-6665,35.8236043,128.7358187
을지다사랑약국,35233,"대전광역시 서구 대덕대로234번길 45 (둔산동, 하이베라스)",042-472-5700,36.3538245,127.3822524
동아약국,54013,전라북도 군산시 공단대로 563 (소룡동),063-465-1836,35.9698871,126.6839447
본약국,15551,경기도 안산시 상록구 석호로 320 1층 (본오동),031-419-6780,37.2932421,126.8660283
가까운약국,29115,충청북도 영동군 황간면 황간로 38 (황간분식),043-742-6390,36.2282286,127.9093805
미소약국,28145,충청북도 청주시 청원구 내수읍 마산5길 15-16 (),043-211-9978,36.7255383,127.5358201
마산온누리약국,51320,경상남도 창원시 마산회원구 삼호로 56 (양덕동),055-255-0636,35.2226443,128.5857529
해마루약국,22377,인천광역시 중구 하늘별빛로 75 1층 (중산동),032-752-5275,37.4898111,126.562803
이마트윤약국,26395,강원도 원주시 북원로 1928 (무실동),033-743-7199,37.3206509,127.9190385
대한약국,31019,충청남도 천안시 서북구 성환읍 매주2길 82 정씨신축건물,041-588-0900,36.9017231,127.1308674
튼튼약국,28418,충청북도 청주시 흥덕구 짐대로72번길 41 1층 107호 (복대동),043-239-5008,36.6309431,127.42759
연합약국,36434,경상북도 영덕군 영덕읍 중앙길 108-47 (영덕읍),054-733-7588,36.4119289,129.3680845
단비약국,26353,강원도 원주시 지정면 신지정로 266 드림시티 105호,033-748-7288,37.3785403,127.8705794
국희약국,15589,경기도 안산시 상록구 석호로 164 (사동),031-407-3543,37.2973009,126.8499747
은계골드약국,14923,경기도 시흥시 은계번영길 9 골드웨이 116호 (은행동),031-311-4420,37.4374767,126.8016257
모현큰약국,54654,전라북도 익산시 선화로 65 (모현동1가),063-852-3337,35.9501068,126.9383589
수창약국,36621,경상북도 안동시 풍산읍 풍산중앙길 120 (),054-858-7049,36.5789637,128.5737241
청암약국,15455,"경기도 안산시 단원구 원포공원1로 46 1층 (초지동, 이마트안산고잔점)",031-480-4876,37.3031619,126.8129225
